energy (keV),counts
27.404934955765846,41
27.44608350675048,41
27.487232057735113,49
27.528380608719747,39
27.56952915970438,50
27.610677710689014,43
27.651826261673644,59
27.692974812658278,55
27.73412336364291,52
27.775271914627545,53
27.81642046561218,50
27.857569016596813,50
27.898717567581446,44
27.93986611856608,47
27.981014669550714,48
28.022163220535347,45
28.06331177151998,45
28.104460322504615,54
28.14560887348925,43
28.18675742447388,45
28.227905975458512,45
28.269054526443146,46
28.31020307742778,49
28.351351628412413,50
28.392500179397047,50
28.43364873038168,62
28.474797281366314,53
28.515945832350948,43
28.55709438333558,50
28.598242934320215,48
28.63939148530485,39
28.680540036289482,52
28.721688587274116,43
28.762837138258746,50
28.80398568924338,58
28.845134240228013,76
28.886282791212647,46
28.92743134219728,55
28.968579893181914,54
29.009728444166548,55
29.05087699515118,57
29.092025546135815,70
29.13317409712045,84
29.174322648105083,81
29.215471199089716,90
29.25661975007435,72
29.297768301058984,80
29.338916852043614,107
29.380065403028247,125
29.42121395401288,115
29.462362504997515,135
29.50351105598215,180
29.544659606966782,215
29.585808157951416,255
29.62695670893605,306
29.668105259920683,378
29.709253810905317,519
29.75040236188995,633
29.791550912874584,781
29.832699463859218,1042
29.87384801484385,1181
29.91499656582848,1341
29.956145116813115,1517
29.99729366779775,1731
30.038442218782382,1901
30.079590769767016,2019
30.12073932075165,2064
30.161887871736283,2215
30.203036422720917,2404
30.24418497370555,2361
30.285333524690184,2566
30.326482075674818,2500
30.36763062665945,2256
30.408779177644085,2174
30.44992772862872,1881
30.49107627961335,1653
30.532224830597983,1322
30.573373381582616,1016
30.61452193256725,778
30.655670483551884,568
30.696819034536517,379
30.73796758552115,268
30.779116136505785,214
30.82026468749042,110
30.861413238475052,82
30.902561789459686,40
30.94371034044432,47
30.984858891428953,32
31.026007442413587,28
31.067155993398217,25
31.10830454438285,18
31.149453095367484,27
31.190601646352118,20
31.23175019733675,19
31.272898748321385,24
31.31404729930602,24
31.355195850290652,19
31.396344401275286,21
31.43749295225992,23
31.478641503244553,17
31.519790054229187,11
31.56093860521382,17
31.60208715619845,13
31.643235707183084,19
31.684384258167718,13
31.72553280915235,17
31.766681360136985,15
31.80782991112162,12
31.848978462106253,18
31.890127013090886,13
31.93127556407552,16
31.972424115060154,14
32.01357266604479,15
32.05472121702942,12
32.095869768014055,10
32.137018318998685,14
32.17816686998332,12
32.21931542096795,17
32.26046397195259,8
32.30161252293722,18
32.34276107392186,17
32.38390962490649,8
32.425058175891124,14
32.466206726875754,9
32.507355277860384,17
32.54850382884502,12
32.58965237982965,10
32.63080093081429,16
32.67194948179892,14
32.713098032783556,17
32.754246583768186,24
32.79539513475282,14
32.83654368573745,13
32.87769223672209,11
32.91884078770672,16
32.95998933869136,19
33.00113788967599,14
33.04228644066062,19
33.083434991645255,19
33.124583542629885,19
33.16573209361452,19
33.20688064459915,20
33.24802919558379,24
33.28917774656842,21
33.33032629755306,20
33.37147484853769,32
33.412623399522325,31
33.453771950506955,25
33.49492050149159,23
33.53606905247622,22
33.57721760346086,40
33.61836615444549,49
33.65951470543012,51
33.70066325641476,44
33.74181180739939,71
33.782960358384024,80
33.824108909368654,101
33.86525746035329,124
33.90640601133792,177
33.94755456232256,221
33.98870311330719,273
34.029851664291826,327
34.071000215276456,431
34.11214876626109,488
34.15329731724572,528
34.19444586823035,548
34.23559441921499,584
34.27674297019962,523
34.31789152118426,513
34.35904007216889,454
34.400188623153525,389
34.441337174138155,354
34.48248572512279,281
34.52363427610742,217
34.56478282709206,174
34.60593137807669,136
34.64707992906133,103
34.68822848004596,76
34.729377031030594,75
34.770525582015225,86
34.811674132999855,86
34.85282268398449,99
34.89397123496912,97
34.93511978595376,123
34.97626833693839,131
35.01741688792303,131
35.05856543890766,152
35.099713989892294,140
35.140862540876924,125
35.18201109186156,123
35.22315964284619,119
35.26430819383083,101
35.30545674481546,79
35.34660529580009,60
35.387753846784726,45
35.428902397769356,44
35.47005094875399,30
35.51119949973862,23
35.55234805072326,14
35.59349660170789,13
35.63464515269253,13
35.67579370367716,13
35.716942254661795,9
35.758090805646425,8
35.79923935663106,5
35.84038790761569,0
35.88153645860032,4
35.92268500958496,3
35.96383356056959,3
36.00498211155423,6
36.04613066253886,4
36.087279213523495,2
36.128427764508125,3
36.16957631549276,4
36.21072486647739,3
36.25187341746203,6
36.29302196844666,4
36.3341705194313,6
36.37531907041593,5
36.416467621400564,3
36.457616172385194,2
36.498764723369824,9
36.53991327435446,3
36.58106182533909,5
36.62221037632373,3
36.66335892730836,8
36.704507478292996,7
36.745656029277626,2
36.78680458026226,1
36.82795313124689,6
36.86910168223153,5
36.91025023321616,3
36.9513987842008,2
36.99254733518543,4
37.03369588617006,2
37.074844437154695,3
37.115992988139325,2
37.15714153912396,6
37.19829009010859,1
37.23943864109323,1
37.28058719207786,4
37.3217357430625,5
37.36288429404713,1
37.404032845031765,5
37.445181396016395,2
37.48632994700103,5
37.52747849798566,2
37.5686270489703,4
37.60977559995493,2
37.65092415093956,4
37.6920727019242,2
37.73322125290883,2
37.774369803893464,6
37.815518354878094,3
37.85666690586273,4
37.89781545684736,4
37.938964007832,3
37.98011255881663,7
38.021261109801266,4
38.062409660785896,7
38.10355821177053,4
38.14470676275516,5
38.18585531373979,6
38.22700386472443,1
38.26815241570906,5
38.3093009666937,4
38.35044951767833,7
38.391598068662965,3
38.432746619647595,2
38.47389517063223,6
38.51504372161686,5
38.5561922726015,6
38.59734082358613,3
38.63848937457077,3
38.6796379255554,3
38.72078647654003,4
38.761935027524665,3
38.803083578509295,1
38.84423212949393,4
38.88538068047856,6
38.9265292314632,8
38.96767778244783,6
39.00882633343247,4
39.0499748844171,4
39.091123435401734,2
39.132271986386364,1
39.173420537371,10
39.21456908835563,10
39.25571763934027,4
39.2968661903249,6
39.33801474130953,5
39.379163292294166,6
39.420311843278796,3
39.46146039426343,6
39.50260894524806,3
39.5437574962327,6
39.58490604721733,2
39.62605459820197,3
39.6672031491866,5
39.708351700171235,2
39.749500251155865,3
39.7906488021405,4
39.83179735312513,7
39.87294590410976,3
39.9140944550944,3
39.95524300607903,5
39.99639155706367,6
40.0375401080483,6
40.078688659032935,11
40.119837210017565,6
40.1609857610022,3
40.20213431198683,2
40.24328286297147,6
40.2844314139561,2
40.32557996494074,4
40.36672851592537,2
40.407877066910004,3
40.449025617894634,4
40.490174168879264,4
40.5313227198639,5
40.57247127084853,3
40.61361982183317,5
40.6547683728178,3
40.695916923802436,4
40.737065474787066,3
40.7782140257717,4
40.81936257675633,2
40.86051112774097,9
40.9016596787256,3
40.94280822971024,3
40.98395678069487,5
41.0251053316795,2
41.066253882664135,2
41.107402433648765,5
41.1485509846334,2
41.18969953561803,1
41.23084808660267,4
41.2719966375873,4
41.31314518857194,5
41.35429373955657,3
41.395442290541204,4
41.436590841525835,3
41.47773939251047,2
41.5188879434951,2
41.56003649447974,5
41.60118504546437,3
41.642333596449,9
41.68348214743364,5
41.72463069841827,4
41.765779249402904,1
41.806927800387534,3
41.84807635137217,5
41.8892249023568,7
41.93037345334144,4
41.97152200432607,7
42.012670555310706,4
42.053819106295336,1
42.09496765727997,2
